suburb,tier,latitude,longitude,distance_to_cbd_km,bedrooms,bathrooms,size_sqm,plot_size_sqm,house_age,has_pool,has_borehole,has_solar,walled,price_usd
Avonlea,middle,-17.7767974017202,30.985210368600484,8.74,2,1,166,797,7,0,0,0,1,196123.4
Ballantyne Park,premium,-17.753298334603848,31.078154127831855,9.33,2,2,686,4220,34,1,1,0,1,569895.6
Avondale,upper-mid,-17.790398626146473,31.022344717655198,5.11,1,1,323,1023,29,0,0,0,1,228846.38
Belvedere,middle,-17.850738936761307,31.02372490724219,3.14,2,2,205,1034,7,0,0,0,1,185583.06
Mt Pleasant,premium,-17.78082825786748,31.020690841363677,6.14,5,4,339,2359,20,0,0,1,1,503110.15
Kambuzuma,township,-17.858685675613227,30.96451917319773,9.06,2,1,50,200,15,0,0,0,1,32314.65
Marlborough,middle,-17.785500503257175,30.944512108952612,11.78,2,2,126,590,14,0,0,0,0,178673.91
Mabelreign,middle,-17.809901237800077,30.997433986859903,5.56,5,5,239,1234,0,0,0,1,1,175633.3
Belvedere,middle,-17.85759285041519,31.021627041949774,3.86,2,1,233,1291,20,0,0,0,1,152328.25
Hatfield,middle,-17.86243611186944,31.092487441660666,6.12,4,3,146,624,22,0,1,0,1,169791.39
Hatfield,middle,-17.879574233508688,31.08997344905394,7.2,3,3,214,616,5,0,1,0,1,176176.82
Mufakose,township,-17.908405917953182,30.966806176516997,11.94,3,2,99,769,12,0,0,0,1,56603.41
Avonlea,middle,-17.771311712016377,30.98789733795942,8.98,1,1,83,291,22,0,0,0,1,157941.22
Vainona,upper-mid,-17.781758187457825,31.08273230084755,6.78,5,5,289,2081,23,1,1,1,1,497498.57
Mt Pleasant,premium,-17.776145071611555,31.029402951646627,6.32,4,3,384,1625,18,1,1,1,1,486332.29
Avonlea,middle,-17.76382210418484,30.99493603631434,9.16,2,1,145,321,36,0,0,0,1,153590.08
Glen Lorne,premium,-17.74783066814003,31.173179697022583,16.42,1,1,533,2692,32,1,1,1,1,527587.86
Highlands,upper-mid,-17.788493655900826,31.069120486641374,5.37,5,4,184,913,24,0,1,0,1,454275.27
Glen Lorne,premium,-17.74596261575292,31.178220139870973,16.98,2,1,345,1347,50,1,0,1,1,361875.79
Marlborough,middle,-17.771868805897245,30.94630028850891,12.35,3,2,222,1091,19,0,0,1,1,198099.49
Ballantyne Park,premium,-17.760884247255447,31.074650588981736,8.4,2,2,349,1476,38,0,1,1,1,377382.74
Avonlea,middle,-17.77234395901268,30.986021303612855,9.03,1,1,152,727,22,0,1,1,1,199180.02
Mabelreign,middle,-17.811792954092628,30.99685752436468,5.53,1,1,200,648,9,0,1,1,1,114481.55
Mabelreign,middle,-17.808223587972556,30.99895971706464,5.49,5,4,184,852,18,0,1,1,1,179439.77
Vainona,upper-mid,-17.772056489793183,31.07923894146088,7.49,2,1,127,607,14,0,1,0,0,289772.46
Marlborough,middle,-17.783887322732845,30.94755943701624,11.57,3,3,302,1079,11,0,1,1,0,260359.35
Avonlea,middle,-17.774917244943033,30.986410727564536,8.8,5,5,123,788,13,0,0,0,1,231150.01
Avondale,upper-mid,-17.79013380546304,31.03157102211332,4.76,4,3,289,1011,31,1,1,0,1,307839.29
Belvedere,middle,-17.85061834040678,31.025560686537215,3.0,1,1,265,840,40,0,0,0,1,119198.58
Highlands,upper-mid,-17.792748300738452,31.0772518025541,5.45,4,4,211,1212,2,0,0,0,1,440912.37
Budiriro,township,-17.93338326481676,30.931932006910923,16.52,2,1,117,325,10,0,0,0,0,32524.23
Mt Pleasant,premium,-17.790660795285852,31.01981353519053,5.22,2,1,427,1956,16,0,1,1,1,456148.88
Mabelreign,middle,-17.806277617677175,30.99420998659014,6.04,5,5,251,200,2,0,0,1,1,203336.35
Avonlea,middle,-17.765394075960316,30.985396324396543,9.65,1,1,199,528,19,0,1,1,1,196021.26
Highlands,upper-mid,-17.794154120876055,31.074503122843716,5.15,3,3,203,1140,59,0,0,1,1,269010.08
Hatfield,middle,-17.87043466116541,31.092382664893687,6.66,1,1,108,458,31,0,1,1,1,106433.82
Glen Lorne,premium,-17.748763397146927,31.17861168349555,16.84,2,2,301,1482,27,0,0,0,1,454052.62
Hatfield,middle,-17.86533340855689,31.09381474389334,6.42,2,2,173,1245,15,0,1,0,1,144135.38
Avonlea,middle,-17.772416819190788,30.9773167434676,9.68,2,1,145,887,6,0,0,0,1,187026.99
Mt Pleasant,premium,-17.777611294104556,31.022469324873875,6.4,5,5,340,1846,13,1,1,1,1,566378.31
Glen Lorne,premium,-17.744511951462943,31.176538668669494,16.92,2,2,364,3407,21,1,1,0,1,630526.32
Hatfield,middle,-17.871443043801264,31.097131228764816,7.12,2,1,143,264,41,0,1,0,1,104417.65
Vainona,upper-mid,-17.774722897167972,31.080981454054672,7.33,1,1,308,1343,8,0,1,1,1,321791.86
Mufakose,township,-17.911621974048387,30.955623386883076,13.03,3,2,88,415,13,0,0,0,1,47477.95
Hatfield,middle,-17.868449494466425,31.09440366682196,6.68,4,3,188,973,28,0,0,0,1,137834.64
Belvedere,middle,-17.855127270804534,31.018752405057732,3.86,3,2,224,885,14,0,1,1,1,182288.82
Vainona,upper-mid,-17.77985995682087,31.074784329813514,6.5,2,2,228,1146,11,0,1,0,1,321610.41
Hatfield,middle,-17.87141374642807,31.093088002040354,6.79,3,2,144,643,17,0,1,0,1,135454.38
Kambuzuma,township,-17.862726273497795,30.956059048612875,10.05,5,4,69,314,27,0,0,0,0,46034.86
Glen Lorne,premium,-17.74534213633365,31.180390744428628,17.21,4,3,221,957,33,1,1,0,0,551273.99
Vainona,upper-mid,-17.779236529768287,31.082924728948683,7.02,2,2,232,386,7,0,0,1,1,285222.9
Highlands,upper-mid,-17.786945416675245,31.067365669121234,5.44,6,5,205,826,14,0,1,1,1,541320.7
Greendale,upper-mid,-17.793009681073926,31.13583690782706,10.5,3,3,274,977,16,1,1,0,1,413314.14
Hatfield,middle,-17.870570861521934,31.08826710066536,6.35,5,5,171,1056,48,0,1,0,0,170555.58
Avondale,upper-mid,-17.78784997200448,31.028913412227805,5.09,3,2,295,1346,44,1,1,0,1,294789.11
Avonlea,middle,-17.766077348526967,30.987397994266463,9.45,2,1,210,767,37,0,0,0,0,142441.09
Vainona,upper-mid,-17.779170778307183,31.07869404053622,6.78,3,3,178,1366,15,1,1,1,1,347055.04
Mt Pleasant,premium,-17.77401074847482,31.021961954225116,6.79,1,1,350,2241,10,1,0,1,1,447142.31
Highlands,upper-mid,-17.790388183356058,31.063752398223734,4.93,1,1,203,1028,11,0,0,0,1,326910.9
Mufakose,township,-17.911260267650942,30.944388043219735,13.89,4,3,122,693,12,0,0,0,1,60303.68
Avonlea,middle,-17.773184780967057,30.986888770730232,8.9,5,5,103,311,19,0,0,0,1,215064.53
Greendale,upper-mid,-17.790499382262404,31.130891950460768,10.15,3,2,133,677,25,0,0,1,1,307450.44
Mabelreign,middle,-17.806220061607487,30.9936607362125,6.09,7,6,174,1336,32,1,1,0,0,183233.57
Glen Lorne,premium,-17.74785704758334,31.17909622777751,16.94,1,1,313,1934,18,1,1,1,1,450064.79
Highlands,upper-mid,-17.789809844887596,31.07241919248001,5.42,3,3,258,608,8,0,0,0,1,374039.46
Highlands,upper-mid,-17.79025429445286,31.074001633477366,5.47,7,6,174,697,0,0,1,0,1,498126.05
Budiriro,township,-17.949077346259788,30.934874647766417,17.56,8,6,80,527,47,0,0,0,1,50398.47
Belvedere,middle,-17.849758912899585,31.0219773331309,3.21,4,4,194,1480,1,0,0,0,1,206470.82
Avonlea,middle,-17.767407707648733,30.991518030797288,9.06,3,2,196,608,23,0,1,1,1,233137.03
Borrowdale,premium,-17.73479674370743,31.10550224185213,12.47,3,3,362,1867,32,0,1,1,1,615329.33
Ballantyne Park,premium,-17.764843647187462,31.084498545050344,8.46,2,2,531,1963,23,0,1,0,1,456220.31
Belvedere,middle,-17.850361938805882,31.020543685321762,3.37,1,1,175,411,17,0,0,0,1,130500.28
Greendale,upper-mid,-17.795587411408118,31.1307778307973,9.9,2,1,212,1131,44,1,1,1,1,319475.65
Glen View,township,-17.926574846361266,30.966438520817764,13.49,3,2,100,533,29,0,0,0,1,41200.75
Hatfield,middle,-17.87001289128775,31.078032899379288,5.57,5,5,171,755,23,0,0,0,1,172968.73
Avondale,upper-mid,-17.791871899173504,31.0287912458528,4.68,4,4,214,1170,24,0,1,0,0,319712.06
Hatfield,middle,-17.866037805908388,31.097202097943264,6.76,2,1,160,708,5,0,1,1,1,142957.81
Budiriro,township,-17.94121678570309,30.93119316955053,17.18,1,1,67,431,33,0,0,0,1,24346.14
Avondale,upper-mid,-17.78949304297352,31.033882272180577,4.76,2,1,165,856,44,0,0,1,1,199309.57
Belvedere,middle,-17.854239809795608,31.010784427032963,4.45,4,4,153,667,39,0,1,0,0,180144.62
Glen View,township,-17.933608762259805,30.975166517124734,13.59,2,1,108,200,30,0,0,0,0,31057.69
Highlands,upper-mid,-17.788359050970016,31.07597933838651,5.77,3,3,293,1721,29,1,1,1,1,388009.57
Mufakose,township,-17.90496566337651,30.957866290867777,12.36,1,1,84,485,6,0,0,0,1,40930.92
Glen Lorne,premium,-17.743233773095607,31.178963661748245,17.22,1,1,333,781,39,0,1,1,1,372774.9
Belvedere,middle,-17.85477861463703,31.01908987837585,3.81,4,3,165,799,16,0,1,0,1,191870.64
Mabelreign,middle,-17.808579301121885,31.00899976136758,4.55,4,4,202,1088,17,0,1,0,1,150037.61
Avonlea,middle,-17.770615922070203,30.985449915691635,9.21,6,5,255,1447,18,1,1,0,1,342075.47
Marlborough,middle,-17.77806716228079,30.95609125270937,11.1,3,2,87,404,7,0,0,0,1,204502.83
Avonlea,middle,-17.76999674252185,30.988678344336407,9.03,3,2,194,744,11,0,1,0,1,262630.17
Ballantyne Park,premium,-17.753572323460748,31.072425191087614,9.09,1,1,467,3542,15,0,1,1,1,402756.12
Highlands,upper-mid,-17.790362995491844,31.07094998943104,5.29,1,1,246,550,15,1,1,1,1,344207.32
Vainona,upper-mid,-17.782392570728636,31.07935794728712,6.51,5,4,201,996,11,1,1,0,1,496459.7
Avonlea,middle,-17.772173457022088,30.984148725120242,9.18,2,2,102,424,21,0,1,0,1,176086.29
Avondale,upper-mid,-17.78982692321949,31.036361703371494,4.67,4,3,260,769,19,0,0,1,1,311650.24
Highlands,upper-mid,-17.7869470058845,31.076506998424385,5.93,5,5,177,1290,12,0,1,0,1,501434.92
Mufakose,township,-17.90410897082314,30.957532815169994,12.32,1,1,77,424,3,0,0,0,0,37932.35
Greendale,upper-mid,-17.793325661370545,31.13176099922302,10.1,2,2,213,1161,18,0,1,1,1,353469.3
Avondale,upper-mid,-17.789405801548984,31.02827901186051,4.95,3,3,219,1065,13,1,1,1,1,353177.07
Greendale,upper-mid,-17.78979373635199,31.129430664039567,10.04,3,3,304,1623,5,0,1,0,1,379175.12
Ballantyne Park,premium,-17.763040328051208,31.07461280083331,8.18,4,4,348,1455,36,0,1,0,1,428530.35
Hatfield,middle,-17.87643186840791,31.086919403042003,6.72,3,2,181,752,21,0,0,0,1,127922.25
Avondale,upper-mid,-17.785935020155755,31.023830938004103,5.49,4,4,240,1280,15,0,0,1,1,320923.76
Borrowdale,premium,-17.736496724100135,31.096372875363947,11.83,5,5,416,1273,24,0,1,1,1,766801.64
Budiriro,township,-17.938468325153668,30.935275498804053,16.66,2,1,132,654,34,0,0,0,1,28980.82
Mabelreign,middle,-17.813933321947573,30.992228808261626,5.9,1,1,246,1503,24,0,1,0,1,119505.72
Hatfield,middle,-17.873552545535887,31.092156294486216,6.88,3,3,232,1263,11,0,1,0,1,188639.14
Mufakose,township,-17.913324353700247,30.959635631371295,12.86,3,2,79,255,5,0,0,0,1,52463.87
Glen View,township,-17.931856941068713,30.970683751561072,13.7,1,1,91,587,9,0,0,0,1,29859.28
Vainona,upper-mid,-17.782433907697396,31.081983291524452,6.67,4,4,171,1293,2,0,1,1,1,452791.68
Avonlea,middle,-17.77165030542277,30.98125171092285,9.44,2,1,120,364,34,0,0,0,1,148361.1
Avonlea,middle,-17.772246404885585,30.99137150727797,8.66,5,5,188,832,20,0,1,0,1,281285.52
Highlands,upper-mid,-17.783587514265978,31.073059688005195,6.05,5,5,140,826,16,1,1,0,1,435761.51
Highlands,upper-mid,-17.791735489652805,31.069698937941887,5.09,5,5,270,1866,38,0,1,0,1,468205.1
Mt Pleasant,premium,-17.78308249790673,31.016612664631857,6.12,3,2,393,1160,26,0,1,1,1,492481.51
Belvedere,middle,-17.848875091191573,31.022606541806322,3.09,1,1,206,751,0,0,1,0,0,147798.12
Mabelreign,middle,-17.815584549661924,30.992965578350915,5.77,3,2,217,893,7,0,1,0,1,154445.1
Hatfield,middle,-17.869388573192097,31.080270159698586,5.67,2,1,168,453,0,0,0,0,1,112333.47
Vainona,upper-mid,-17.77973507131013,31.07945806773406,6.77,4,4,181,1048,15,0,1,0,1,378762.54
Highlands,upper-mid,-17.79064914389536,31.06788780327651,5.1,1,1,254,718,30,0,0,0,1,276213.7
Avondale,upper-mid,-17.790360922027546,31.02408475009212,5.03,4,3,296,1479,18,0,1,1,1,327422.26
Marlborough,middle,-17.780417780702937,30.947936182056974,11.71,2,2,145,607,33,0,0,1,1,192371.79
Glen View,township,-17.93390136022444,30.9662915500289,14.15,2,2,78,200,31,0,0,0,1,33656.61
Mufakose,township,-17.90925482381338,30.958802138200653,12.61,4,4,87,346,26,0,0,0,0,50578.96
Glen View,township,-17.926671259675505,30.965062232239788,13.59,3,2,88,338,29,0,0,0,1,45538.58
Mabelreign,middle,-17.808435483423025,30.99999795081202,5.38,1,1,172,835,1,0,0,0,1,120361.95
Budiriro,township,-17.941600807140244,30.934375231805646,16.98,4,3,95,484,31,0,0,0,1,44327.08
Avondale,upper-mid,-17.7984335127995,31.03607225568724,3.74,3,2,252,936,28,0,1,1,1,292030.92
Borrowdale,premium,-17.73624076584671,31.085437277497274,11.37,1,1,291,1820,0,1,1,1,1,661636.12
Glen Lorne,premium,-17.745129669396043,31.17757911577204,16.98,1,1,310,2465,15,0,1,0,1,419201.44
Greendale,upper-mid,-17.78871972906635,31.127417692600464,9.91,1,1,298,2627,11,0,0,0,1,318249.63
Highlands,upper-mid,-17.786440331387574,31.064912101764026,5.38,3,2,364,1300,4,0,1,1,1,475274.58
Ballantyne Park,premium,-17.763292038043826,31.076035049692646,8.21,6,6,405,2738,9,1,1,0,1,589700.16
Kambuzuma,township,-17.857905175266836,30.962013255687253,9.28,2,2,97,636,3,0,0,0,1,44933.47
Highlands,upper-mid,-17.791095752630778,31.07426987589775,5.41,3,3,316,452,16,0,1,0,1,387018.21
Kambuzuma,township,-17.8600172612185,30.957530533273665,9.8,5,4,56,360,23,0,0,0,1,58774.4
Hatfield,middle,-17.874251002544487,31.0887297081582,6.67,1,1,117,415,0,0,0,0,1,106922.97
Belvedere,middle,-17.849729112175297,31.029433602826252,2.66,6,5,150,640,30,0,0,0,1,212158.58
Belvedere,middle,-17.85008064506695,31.01248268260842,4.04,2,2,147,203,18,0,0,1,1,136080.01
Vainona,upper-mid,-17.779060704748094,31.085191002952723,7.17,5,4,125,747,30,0,1,0,1,458937.6
Belvedere,middle,-17.852957151615428,31.01914187527235,3.67,1,1,134,304,9,0,0,0,1,135748.71
Ballantyne Park,premium,-17.759283770037232,31.078543239599377,8.73,2,2,535,2335,28,1,1,1,1,458829.37
Kambuzuma,township,-17.863116121718726,30.958412981028445,9.84,3,2,121,477,20,0,1,0,1,37877.67
Vainona,upper-mid,-17.77687800329601,31.07715213277526,6.91,3,2,312,2533,14,1,1,0,1,421508.91
Highlands,upper-mid,-17.790389472785,31.055374007155947,4.65,5,5,325,1812,28,1,1,0,1,486813.46
Hatfield,middle,-17.868272395583567,31.086251572247196,6.02,6,6,127,785,18,0,1,0,1,211163.95
Belvedere,middle,-17.853859198102832,31.025134105071004,3.3,5,4,205,1197,0,0,0,0,1,228073.82
Avondale,upper-mid,-17.784136985795755,31.03180976182415,5.39,2,1,431,2679,33,0,0,0,1,305047.74
Avonlea,middle,-17.7749221064523,30.99310059566491,8.31,3,2,126,516,9,0,1,0,1,214301.25
Ballantyne Park,premium,-17.765317053482843,31.08291276993553,8.33,5,4,359,1357,21,0,1,1,1,494047.57
Belvedere,middle,-17.845847846902714,31.022895685761707,2.86,6,5,76,576,2,0,0,1,1,243425.3
Vainona,upper-mid,-17.78245661897529,31.08144380334823,6.63,1,1,375,1068,21,0,0,0,1,267168.08
Vainona,upper-mid,-17.78437259558215,31.077422138093333,6.22,3,3,278,1181,24,0,1,1,1,412091.58
Ballantyne Park,premium,-17.765713606953696,31.086206420552468,8.47,1,1,277,704,20,0,0,1,1,264383.39
Vainona,upper-mid,-17.781401766643246,31.090226950182835,7.3,5,5,190,693,25,0,1,0,1,453324.43
Vainona,upper-mid,-17.780216429301078,31.0852818845698,7.08,1,1,279,1175,32,1,1,0,1,328140.43
Avondale,upper-mid,-17.792155056377037,31.02248730688417,4.93,1,1,243,1489,12,1,1,1,1,305710.93
Ballantyne Park,premium,-17.761082647105393,31.0784572520743,8.54,3,2,459,1631,7,1,1,0,0,558900.45
Ballantyne Park,premium,-17.763177069184394,31.078772354954122,8.35,3,3,399,3289,21,0,1,1,1,421884.24
Marlborough,middle,-17.781440028082297,30.947435072710533,11.71,1,1,61,321,35,0,1,0,1,149821.45
Mt Pleasant,premium,-17.77963999935603,31.02217764590577,6.2,4,3,400,1557,19,0,1,0,1,574557.91
Belvedere,middle,-17.846486602100505,31.020670562459568,3.1,5,4,158,696,26,0,1,0,1,215125.86
Kambuzuma,township,-17.856596705390864,30.960875802351453,9.35,1,1,65,315,14,0,0,0,1,33129.24
Avondale,upper-mid,-17.790721652844876,31.031421431057367,4.7,6,6,378,2115,2,1,0,0,0,428371.65
Glen View,township,-17.925314097583957,30.969681544625836,13.17,3,2,79,415,24,0,0,0,0,41027.38
Mt Pleasant,premium,-17.78579526636346,31.01258369707334,6.09,3,2,449,3035,21,0,1,0,1,490288.98
Borrowdale,premium,-17.733161125082304,31.103733044514577,12.53,3,2,384,1239,14,1,1,1,1,697982.85
Hatfield,middle,-17.87147236218226,31.098001241409168,7.19,5,4,227,873,20,0,0,0,1,169094.18
Hatfield,middle,-17.861023776411585,31.100289478288424,6.74,4,4,159,474,25,0,1,0,1,160070.0
Mabelreign,middle,-17.80887486514597,30.991758020056785,6.15,4,3,187,833,3,0,1,1,1,179620.84
Glen Lorne,premium,-17.743462039573743,31.166743607991393,16.15,3,2,369,2263,19,0,1,1,1,524422.85
Hatfield,middle,-17.87467481574407,31.083273737870012,6.32,7,6,198,1164,9,0,0,0,1,235331.28
Greendale,upper-mid,-17.79160280907548,31.121388182730605,9.2,5,5,271,1088,24,0,1,0,1,425715.71
Vainona,upper-mid,-17.784117699541707,31.08096679528265,6.46,3,2,270,1244,3,0,0,1,1,409089.36
Ballantyne Park,premium,-17.76970133123414,31.081866370657025,7.85,6,6,262,1155,5,1,1,1,1,556107.76
Budiriro,township,-17.943296684962945,30.94926802988249,16.08,1,1,86,314,0,0,0,0,1,32026.67
Glen Lorne,premium,-17.745220140160214,31.179155518444567,17.11,5,5,310,1647,16,1,1,1,1,697532.99
Mabelreign,middle,-17.807409660648304,31.002801822900803,5.18,3,2,154,548,24,0,1,0,1,121561.29
Belvedere,middle,-17.853176437156343,31.017963461509055,3.78,5,4,159,1098,21,0,1,1,1,232938.27
Hatfield,middle,-17.868045753644843,31.08778091290522,6.12,3,2,216,1176,16,0,1,1,1,165746.77
Hatfield,middle,-17.865178628768593,31.101329165117257,7.07,4,4,200,1035,40,0,0,1,0,150421.44
Mufakose,township,-17.907299398912773,30.96280777648082,12.15,5,4,93,605,13,0,0,0,1,54577.66
Ballantyne Park,premium,-17.76024516212674,31.08394362218208,8.88,5,5,343,2083,26,1,1,1,1,572407.64
Borrowdale,premium,-17.747890780357128,31.099510394560536,10.9,6,5,201,882,14,0,1,1,1,694755.46
Avonlea,middle,-17.769437888581948,30.995973323830558,8.59,1,1,229,1429,33,0,1,0,0,169706.7
Greendale,upper-mid,-17.79243169136121,31.13169626219672,10.13,3,2,277,1452,14,1,1,0,1,420136.15
Mt Pleasant,premium,-17.78380867513372,31.01859633470008,5.95,1,1,304,1699,12,0,1,1,1,345923.84
Ballantyne Park,premium,-17.756592211262475,31.083246823843663,9.21,1,1,356,1802,18,0,1,1,1,385908.47
Vainona,upper-mid,-17.778557741481077,31.08439001536336,7.17,1,1,305,2002,22,0,0,0,1,303891.85
Glen Lorne,premium,-17.749788626889163,31.178549221196878,16.78,3,2,415,1657,30,1,1,0,1,595129.78
Glen Lorne,premium,-17.742850730996555,31.185257076471217,17.79,1,1,336,1930,9,1,1,1,1,489432.34
Glen View,township,-17.92728790209898,30.967694680695136,13.47,1,1,76,487,6,0,0,0,1,42747.46
Vainona,upper-mid,-17.77919349993318,31.0855451388676,7.18,4,4,222,591,31,1,1,0,1,447561.12
Budiriro,township,-17.935492789201728,30.941766399220576,15.95,1,1,129,571,12,0,0,0,1,31435.07
Budiriro,township,-17.937168220383914,30.938159834252012,16.35,1,1,128,872,18,0,0,0,0,33715.69
Mt Pleasant,premium,-17.782717711662915,31.01985219466479,5.99,3,2,317,344,22,1,0,0,1,387998.4
Hatfield,middle,-17.869965138653622,31.093078712174886,6.68,1,1,237,417,33,0,1,0,1,104140.8
Avonlea,middle,-17.768112571428365,30.990900131614236,9.04,3,2,191,903,5,0,1,0,1,242672.28
Belvedere,middle,-17.856277282285525,31.016202765838283,4.15,7,6,261,1027,21,0,1,0,0,231505.31
Glen Lorne,premium,-17.746692160468946,31.178522093445828,16.96,3,3,386,1146,25,0,1,0,1,553677.33
Ballantyne Park,premium,-17.759724312795154,31.09048920416237,9.27,5,5,404,3088,9,1,1,1,1,579336.6
Glen Lorne,premium,-17.753100472927272,31.185955302292903,17.26,1,1,364,2098,23,1,1,1,1,491302.34
Avonlea,middle,-17.764446306591218,30.99057868683501,9.38,1,1,176,961,38,0,1,0,0,136134.76
Budiriro,township,-17.940287541940055,30.944912492883766,16.12,4,4,70,441,33,0,0,0,1,42677.99
Belvedere,middle,-17.85178109754433,31.020286791100755,3.49,5,4,227,1090,23,0,1,0,1,231907.05
Hatfield,middle,-17.87437444540668,31.08587689521496,6.48,1,1,157,602,14,0,0,1,1,118743.92
Budiriro,township,-17.93915805645043,30.939333474974806,16.42,3,3,83,421,20,0,0,0,0,32122.82
Belvedere,middle,-17.850102336271064,31.020947335546193,3.32,2,2,229,1420,14,0,0,0,1,161910.59
Borrowdale,premium,-17.743988672608488,31.111020511300232,11.94,7,6,305,1229,12,0,1,0,1,690261.9
Mufakose,township,-17.912774066540845,30.95174727308721,13.42,6,6,58,321,10,0,0,0,1,77485.81
Greendale,upper-mid,-17.78852401462548,31.131134581746842,10.27,5,4,302,2735,14,0,1,0,1,452886.6
Borrowdale,premium,-17.741802149325572,31.09471934704012,11.23,2,1,402,2003,31,0,1,1,1,546873.11
Marlborough,middle,-17.782815613038473,30.954969321050648,10.93,5,5,205,1435,26,0,0,0,1,297769.08
Kambuzuma,township,-17.857805250924528,30.956476541786213,9.83,3,2,110,416,6,0,0,0,1,44491.55
Highlands,upper-mid,-17.789628439907275,31.06830443909219,5.22,4,4,201,284,22,0,1,0,1,383036.93
Marlborough,middle,-17.779002275717108,30.941973106267366,12.35,1,1,158,743,15,0,0,0,1,142876.84
Ballantyne Park,premium,-17.757457031697204,31.075353655337057,8.79,4,4,377,1246,4,0,0,0,1,541929.25
Glen Lorne,premium,-17.74673894358961,31.18743869946611,17.75,4,3,470,3354,17,1,1,1,1,738532.2
Glen Lorne,premium,-17.74424886241745,31.18229227104615,17.45,3,2,381,651,7,1,1,1,1,663912.83
Hatfield,middle,-17.876121532541333,31.087973387735925,6.77,2,2,112,509,0,0,1,0,1,123296.51
